pmid,year,journal,doi,title,abstract
35901639,2022,Epidemics,10.1016/j.epidem.2022.100614,Determinants of RSV epidemiology following suppression through pandemic contact restrictions.,"COVID-19 related non-pharmaceutical interventions (NPIs) led to a suppression of RSV circulation in winter 2020/21 in the UK and an off-season resurgence in Summer 2021. We explore how the parameters of RSV epidemiology shape the size and dynamics of post-suppression resurgence and what we can learn about them from the resurgence patterns observed so far. We developed an age-structured dynamic transmission model of RSV and sampled the parameters governing RSV seasonality, infection susceptibility and post-infection immunity, retaining simulations fitting the UK's pre-pandemic epidemiology by a set of global criteria consistent with likelihood calculations. From Spring 2020 to Summer 2021 we assumed a reduced contact frequency, returning to pre-pandemic levels from Spring 2021. We simulated transmission forwards until 2023 and evaluated the impact of the sampled parameters on the projected trajectories of RSV hospitalisations and compared these to the observed resurgence. Simulations replicated an out-of-season resurgence of RSV in 2021. If unmitigated, paediatric RSV hospitalisation incidence in the 2021/22 season was projected to increase by 30-60% compared to pre-pandemic levels. The increase was larger if infection risk was primarily determined by immunity acquired from previous exposure rather than age-dependent factors, exceeding 90 % and 130 % in 1-2 and 2-5 year old children, respectively. Analysing the simulations replicating the observed early outbreak in 2021 in addition to pre-pandemic RSV data, we found they were characterised by weaker seasonal forcing, stronger age-dependence of infection susceptibility and higher baseline transmissibility. COVID-19 mitigation measures in the UK stopped RSV circulation in the 2020/21 season and generated immunity debt leading to an early off-season RSV epidemic in 2021. A stronger dependence of infection susceptibility on immunity from previous exposure increases the size of the resurgent season. The early onset of the RSV resurgence in 2021, its marginally increased size relative to previous seasons and its decline by January 2022 suggest a stronger dependence of infection susceptibility on age-related factors, as well as a weaker effect of seasonality and a higher baseline transmissibility. The pattern of resurgence has been complicated by contact levels still not back to pre-pandemic levels. Further fitting of RSV resurgence in multiple countries incorporating data on contact patterns will be needed to further narrow down these parameters and to better predict the pathogen's future trajectory, planning for a potential expansion of new immunisation products against RSV in the coming years."
40611319,2025,Infectious diseases of poverty,10.1186/s40249-025-01319-3,Seasonality and mycobacterial infectious diseases in animals and humans: is there a generality of seasonal patterns for mycobacterial infections?,"Seasonal patterns of mycobacterial infections affecting humans and animals remain a complex and understudied aspect of infectious disease dynamics. These intra-annual patterns are increasingly relevant in the context of global climate change, which may influence the timing and geographic spread of these diseases. A better understanding of such patterns could improve surveillance, prevention, and control strategies. We conducted a mixed-methods bibliometric review combining bibliographic searches and scoping analysis to synthesize decades of research on the seasonality of mycobacterial infections in humans and animals. We systematically searched three major scientific databases-Scopus, PubMed-MEDLINE, and Web of Science-for articles published between 1971 and April 2023. From an initial dataset of 1830 unique articles, we identified and analysed 122 studies that met predefined inclusion criteria. We extracted information on pathogen type, statistical methods, geographic location, and host species. In addition, we conducted a co-citation network analysis to identify key methodological influences and research clusters. The retained studies encompassed tuberculosis, Buruli ulcer, bovine tuberculosis, and other mycobacterial diseases such as leprosy and Johne's disease. Most articles focused on tuberculosis in humans, followed by Buruli ulcer caused by Mycobacterium ulcerans. There was a marked increase in studies on seasonal trends in tuberculosis and Buruli ulcer over time, with notable variation in geographic and methodological coverage. Research was heavily concentrated in the northern hemisphere, especially in China, while southern regions remained underrepresented. Advanced statistical tools, including generalized linear models and time-series analyses, were instrumental in detecting seasonality, particularly for tuberculosis and Buruli ulcer. Seasonality appears to be a common yet understudied feature of many mycobacterial infections. Greater interdisciplinary collaboration and the use of appropriate analytical tools are essential to better understand these patterns, especially in underrepresented regions. Addressing methodological and geographic gaps will be crucial to improve responses to these diseases in a changing global environment."
37344219,2023,"Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceske lekarske spolecnosti J.E. Purkyne",,The influence of meteorological factors on the risk of tick-borne encephalitis infection.,"The aim of this work was to analyze the relationship between new cases of clinical tick-borne encephalitis (TBE) and various meteorological and seasonal predictors. The modelling is based on national data from the Czech Republic for the period 2001-2016 in daily resolution, namely on average temperatures, average relative air humidity and the number of TBE cases classified according to the date of the first symptoms. Four variants of a negative binomial model from the generalized additive model class are used. The basic model relates the occurrence of TBE to the lagged ambient daily average temperature and daily average relative air humidity and their interaction with the lag reflecting the incubation period and other factors. The lag value was estimated via the optimization procedure based on Akaike information criterion. The model also includes the effect of the season and the effect of the day of the week. To increase the biological plausibility, the basic model has been expanded to account for possible time-varying effects of meteorological variables and to incorporate multiple lags. The most statistically significant effect is the within-year seasonality and then the interaction of the temperature and relative air humidity. The relationship of both meteorological factors and their interactions vary throughout the activities season of the hostquesting Ixodes ricinus. This also changes the conditions of occurrence of the new clinical cases of TBE. The time-varying effect of meteorological factors on the incidence of TBE shows non-trivial changes within a year. In the period before the middle of the calendar year (around the week 22) the effect decreases, then it is followed by an increase until the week 35. Flexible models were developed with quantitatively characterized effects of temperature, air humidity and their interaction, with the delay of the effect estimated through the optimization process. Performance of the model with multiple lags was checked using independent data to verify the possibility of using the results to improve the prediction of the risk of clinical cases of TBE uprise."
23820938,2014,International journal of biometeorology,10.1007/s00484-013-0634-2,Changing air mass frequencies in Canada: potential links and implications for human health.,"Many individual variables have been studied to understand climate change, yet an overall weather situation involves the consideration of many meteorological variables simultaneously at various times diurnally, seasonally, and yearly. The current study identifies a full weather situation as an air mass type using synoptic scale classification, in 30 population centres throughout Canada. Investigative analysis of long-term air mass frequency trends was completed, drawing comparisons between seasons and climate zones. We find that the changing air mass trends are highly dependent on the season and climate zone being studied, with an overall increase of moderate ('warm') air masses and decrease of polar ('cold') air masses. In the summertime, general increased moisture content is present throughout Canada, consistent with the warming air masses. The moist tropical air mass, containing the most hot and humid air, is found to increase in a statistically significant fashion in the summertime in 46% of the areas studied, which encompass six of Canada's ten largest population centres. This emphasises the need for heat adaptation and acclimatisation for a large proportion of the Canadian population. In addition, strong and significant decreases of transition/frontal passage days were found throughout Canada. This result is one of the most remarkable transition frequency results published to date due to its consistency in identifying declining trends, coinciding with research completed in the United States (US). We discuss relative results and implications to similar US air mass trend analyses, and draw upon research studies involving large-scale upper-level air flow and vortex connections to air mass changes, to small-scale meteorological and air pollution interactions. Further research is warranted to better understand such connections, and how these air masses relate to the overall and city-specific health of Canadians."
38379057,2024,Environmental monitoring and assessment,10.1007/s10661-024-12437-0,Prediction of volatility and seasonality vegetation by using the GARCH and Holt-Winters models.,"Seasonality and volatility of vegetation in the ecosystem are associated with climatic sensitivity, which can have severe consequences for the environment as well as on the social and economic well-being of the nation. Monitoring and forecasting vegetation growth patterns in ecosystems significantly rely on remotely sensed vegetation indices, such as Normalized Difference Vegetation Index (NDVI). A novel integration of the Generalized Autoregressive Conditional Heteroskedasticity (GARCH) and the Holt-Winters (H-W) models was used to simulate the seasonality and volatility of the three different agro-climatic zones in Jharkhand, India: the central north-eastern, eastern, and south-eastern agro-climatic zones. MODIS Terra Vegetation Indices NDVI data MOD13Q1, from 2001 to 2021, was used to create NDVI time series volatility and seasonality modeled by the GARCH and the H-W models, respectively. GARCH-based Exponential GARCH (EGARCH) [1,1] and Standard GARCH (SGARCH) [1,1] models were used to check the volatility of vegetation growth in three different agro-climatic zones of Jharkhand. The SGARCH [1,1] and EGARCH [1,1] models for the western agro-climatic zone experienced the best indicator as it has maximum likelihood and minimal Schwarz-Bayesian criterion and Akaike information criterion. The seasonality results showed that the additive H-W model showed better results in the eastern agro-climatic zone with the optimized values of MAE (16.49), MAPE (0.49), NSE (0.86), RMSE (0.49), and R2 (0.82) followed by the south-eastern and central north-eastern agro-climatic zones. By utilizing the H-W and GARCH models, the finding demonstrates that vegetation orientation and monitoring seasonality can be predicted using NDVI."
33416079,2021,Tree physiology,10.1093/treephys/tpaa181,Multi-seasonal water-stress memory versus temperature-driven dynamic structural changes in grapevine.,"Perennial plants perpetually adapt to environmental changes in complex and yet insufficiently understood manner. We aimed to separate the intra-seasonal temperature effects on structure and function from perennial and annual water stress effects. This study focused on grapevine (Vitis vinifera L. 'Cabernet Sauvignon') petioles, which being a continuously produced organ, represent the current status of the plant. Field-grown mature plants subjected to multi-annual irrigation treatments (severe water stress, mild water stress and non-stressed) throughout the growing season were compared with greenhouse-grown plants under three temperature regimes (22, 28 and 34 °C). Physiological and functional anatomy parameters were measured. A generalized additive model (GAM) based on meteorological and lysimeter-based field data was applied to determine the relative influence of various meteorological parameters on evapotranspiration (ETc) during the growing season in the field experiment. At the beginning of the growing season, in May, petioles in the severe stress treatment showed a stress-related structure (decreased length, safer hydraulic structure and increased lignification), though having high values of stem water potential (SWP). As the season progressed and temperatures increased, all water availability treatments petioles showed similar changes, and at the end of season, in August, were structurally very similar. Those changes were independent of SWP and were comparable to high temperature-induced changes in the greenhouse. In contrast, stems hydraulic structure was strongly influenced by water availability. Regression analyses indicated a relationship between petioles xylem structure and stomatal conductance (gs), whereas gs (but not SWP) was temperature-dependent. The GAM showed that ETc was mainly dependent on temperature. Our results indicate a perennial water-stress memory response, influencing the petiole structure at the beginning of the following season. Intra-seasonally, the petiole's structure becomes independent of water status, whereas temperature drives the structural changes. Thus, ongoing climate change might disrupt plant performance by purely temperature-induced effects."
36375312,2022,Epidemics,10.1016/j.epidem.2022.100650,Association between meteorological factors and the epidemics of influenza (sub)types in a subtropical basin of Southwest China.,"The effects of climatic conditions on the prevalence of individual influenza (sub)types are not well understood in the subtropics. This study aims to evaluate the associations between meteorological factors and seasonal epidemics of A(H3N2), A(H1N1)pdm09, and type B influenza viruses, as well as to estimate the interactions between climatic variables in a subtropical basin region. The seasonality of influenza (sub)types during 2010-2019 were characterized in Chengdu Plain Economic Zone, a densely populated and highly humid plain area in Sichuan Basin in subtropical Southwest China. Generalized additive models were adopted to assess the independent exposure-response relationship between meteorological variables and influenza prevalence. The interactions of meteorological variables were further estimated using bivariate response surface models and strata models. Our analyses indicated that the temperature, relative humidity, and absolute humidity have exhibited a major influence on influenza infection in Chengdu Plain Economic Zone. Low temperature was shown to promote the prevalence of A(H1N1)pdm09 and type B in winter-spring days at all levels of relative humidity. High risk of A(H3N2) infections was observed at low temperature or high temperature, and at higher relative humidity. Moreover, absolute humidity decreased or increased influenza (sub)type infections within different ranges. This study found different nonlinear relationships between meteorological factors and the seasonality of influenza (sub)types, as well as significant interactive effects between climatic variables, contributing to the research on the climate drivers of influenza prevalence in warm-humid basin regions in the subtropics."
36427712,2023,The Science of the total environment,10.1016/j.scitotenv.2022.160339,Dual seasonal pattern for hemorrhagic fever with renal syndrome and its potential determinants in China.,"Hemorrhagic fever with renal syndrome (HFRS) continued to affect human health across Eurasia, which complicated by climate change has posed a challenge for the disease prevention measures. Nation-wide surveillance data of HFRS cases were collected during 2008-2020.The seasonality and epidemiological features were presented by combining the HFRS incidence and the endemic types data. Factors potentially involved in affecting incidence and shaping disease seasonality were investigated by generalized additive mixed model, distributed lag nonlinear model and multivariate meta-analysis. A total of 76 cities that reported totally 111,054 cases were analyzed. Three endemic types were determined, among them the Type I cities (Hantaan virus-dominant) were related to higher incidence level, showing one spike every year in Autumn-Winter season; Type II (Seoul virus-dominant) cities were related to lower incidence, showing one spike in Spring, while Type III (Hantaan/Seoul-mixed type) showed dual peaks with incidence lying between. Persistently heavy rainfall had significantly negative influence on HFRS incidence in Hantaan virus-dominant endemic area, while a significantly opposite effect was identified when continuously heavy rainfall induced floods, where temperature and relative humidity affected HFRS incidence via an approximately parabolic or linear manner, however few or no such effects was shown in Seoul virus-dominant endemic areas, which was more vulnerable to temperature variation. Dual seasonal pattern of HFRS was depended on the dominant genotypes of hantavirus, and impact of climate on HFRS was greater in Hantaan virus-dominant endemic areas, than in Seoul virus-dominant areas."
31063086,2019,Epidemiology and infection,10.1017/S0950268818003680,Estimating seasonal variation in Australian pertussis notifications from 1991 to 2016: evidence of spring to summer peaks.,"Unlike for many other respiratory infections, the seasonality of pertussis is not well understood. While evidence of seasonal fluctuations in pertussis incidence has been noted in some countries, there have been conflicting findings including in the context of Australia. We investigated this issue by analysing the seasonality of pertussis notifications in Australia using monthly data from January 1991 to December 2016. Data were made available for all states and territories in Australia except for the Australian Capital Territory and were stratified into age groups. Using a time-series decomposition approach, we formulated a generalised additive model where seasonality is expressed using cosinor terms to estimate the amplitude and peak timing of pertussis notifications in Australia. We also compared these characteristics across different jurisdictions and age groups. We found evidence that pertussis notifications exhibit seasonality, with peaks observed during the spring and summer months (November-January) in Australia and across different states and territories. During peak months, notifications are expected to increase by about 15% compared with the yearly average. Peak notifications for children &lt;5 years occurred 1-2 months later than the general population, which provides support to the theory that older household members remain an important source of pertussis infection for younger children. In addition, our results provide a more comprehensive spatial picture of seasonality in Australia, a feature lacking in previous studies. Finally, our findings suggest that seasonal forcing may be useful to consider in future population transmission models of pertussis."
35372910,2020,Kidney360,10.34067/KID.0000352019,"Seasonal and Secular Trends of Cardiovascular, Nutritional, and Inflammatory Markers in Patients on Hemodialysis.","All life on earth has adapted to the effects of changing seasons. The general and ESKD populations exhibit seasonal rhythms in physiology and outcomes. The ESKD population also shows secular trends over calendar time that can convolute the influences of seasonal variations. We conducted an analysis that simultaneously considered both seasonality and calendar time to isolate these trends for cardiovascular, nutrition, and inflammation markers. We used data from adult patients on hemodialysis (HD) in the United States from 2010 through 2014. An additive model accounted for variations over both calendar time and time on dialysis. Calendar time trends were decomposed into seasonal and secular trends. Bootstrap procedures and likelihood ratio methods tested if seasonal and secular variations exist. We analyzed data from 354,176 patients on HD at 2436 clinics. Patients were 59±15 years old, 57% were men, and 61% had diabetes. Isolated average secular trends showed decreases in pre-HD systolic BP (pre-SBP) of 2.6 mm Hg (95% CI, 2.4 to 2.8) and interdialytic weight gain (IDWG) of 0.35 kg (95% CI, 0.33 to 0.36) yet increases in post-HD weight of 2.76 kg (95% CI, 2.58 to 2.97). We found independent seasonal variations of 3.3 mm Hg (95% CI, 3.1 to 3.5) for pre-SBP, 0.19 kg (95% CI, 0.17 to 0.20) for IDWG, and 0.62 kg (95% CI, 0.46 to 0.79) for post-HD weight as well as 0.12 L (95% CI, 0.11 to 0.14) for ultrafiltration volume, 0.41 ml/kg per hour (95% CI, 0.37 to 0.45) for ultrafiltration rates, and 3.30 (95% CI, 2.90 to 3.77) hospital days per patient year, which were higher in winter versus summer. Patients on HD show marked seasonal variability of key indicators. Secular trends indicate decreasing BP and IDWG and increasing post-HD weight. These methods will be of importance for independently determining seasonal and secular trends in future assessments of population health."
37878840,2023,Revista de saude publica,10.11606/s1518-8787.2023057004813,"Cerebrovascular mortality: trend and seasonality in Brazilian capitals, 2000-2019.","To evaluate the trend and seasonality of cerebrovascular mortality rates in the adult population of Brazilian capitals from 2000 to 2019. This is an ecological and descriptive study of a time series of mortality due to cerebrovascular causes in adults (≥ 18 years) living in Brazilian capitals from 2000 to 2019, based on the Brazilian Mortality Information System. Descriptive statistical techniques were applied in the exploratory analysis of data and in the summary of specific, standardized rates and ratios by sociodemographic characteristics. The jointpoint regression model was used to estimate the trend of cerebrovascular mortality rates by gender, age groups, and geographic regions. The seasonal variability of rates by geographic regions was estimated using the generalized additive model by smoothing cubic splines. People aged over 60 years comprised 77% of all cerebrovascular deaths. Women (52%), white individuals (47%), single people (59%), and those with low schooling (57%, elementary school) predominated in our sample. Recife (20/1,000 inhab.) and Vitória (16/1,000 inhab.) showed the highest crude mortality rates. Recife (49/10,000 inhab.) and Palmas (47/10,000 inhab.) prevailed after we applied standardized rates. Cerebrovascular mortality rates in Brazil show a favorable declining trend for adults of all genders. Seasonality influenced rate increase from July to August in almost all region capitals, except in the North, which rose in March, April, and May. Deaths due to cerebrovascular causes prevailed in older single adults with low schooling. The trend showed a tendency to decline and winter, the greatest risk. Regional differences can support decision-makers in implementing public policies to reduce cerebrovascular mortality."
35256811,2022,Nature ecology & evolution,10.1038/s41559-022-01679-1,Hibernation slows epigenetic ageing in yellow-bellied marmots.,"Species that hibernate generally live longer than would be expected based solely on their body size. Hibernation is characterized by long periods of metabolic suppression (torpor) interspersed by short periods of increased metabolism (arousal). The torpor-arousal cycles occur multiple times during hibernation, and it has been suggested that processes controlling the transition between torpor and arousal states cause ageing suppression. Metabolic rate is also a known correlate of longevity; we thus proposed the 'hibernation-ageing hypothesis' whereby ageing is suspended during hibernation. We tested this hypothesis in a well-studied population of yellow-bellied marmots (Marmota flaviventer), which spend 7-8 months per year hibernating. We used two approaches to estimate epigenetic age: the epigenetic clock and the epigenetic pacemaker. Variation in epigenetic age of 149 samples collected throughout the life of 73 females was modelled using generalized additive mixed models (GAMM), where season (cyclic cubic spline) and chronological age (cubic spline) were fixed effects. As expected, the GAMM using epigenetic ages calculated from the epigenetic pacemaker was better able to detect nonlinear patterns in epigenetic ageing over time. We observed a logarithmic curve of epigenetic age with time, where the epigenetic age increased at a higher rate until females reached sexual maturity (two years old). With respect to circannual patterns, the epigenetic age increased during the active season and essentially stalled during the hibernation period. Taken together, our results are consistent with the hibernation-ageing hypothesis and may explain the enhanced longevity in hibernators."
37384795,2023,The Journal of infectious diseases,10.1093/infdis/jiad244,Delineating the Seasonality of Varicella and Its Association With Climate in the Tropical Country of Colombia.,"Varicella causes a major health burden in many low- to middle-income countries located in tropical regions. Because of the lack of surveillance data, however, the epidemiology of varicella in these regions remains uncharacterized. In this study, based on an extensive dataset of weekly varicella incidence in children ≤10 during 2011-2014 in 25 municipalities, we aimed to delineate the seasonality of varicella across the diverse tropical climates of Colombia. We used generalized additive models to estimate varicella seasonality, and we used clustering and matrix correlation methods to assess its correlation with climate. Furthermore, we developed a mathematical model to examine whether including the effect of climate on varicella transmission could reproduce the observed spatiotemporal patterns. Varicella seasonality was markedly bimodal, with latitudinal changes in the peaks' timing and amplitude. This spatial gradient strongly correlated with specific humidity (Mantel statistic = 0.412, P = .001) but not temperature (Mantel statistic = 0.077, P = .225). The mathematical model reproduced the observed patterns not only in Colombia but also México, and it predicted a latitudinal gradient in Central America. These results demonstrate large variability in varicella seasonality across Colombia and suggest that spatiotemporal humidity fluctuations can explain the calendar of varicella epidemics in Colombia, México, and potentially in Central America."
37230217,2023,Environmental research,10.1016/j.envres.2023.116171,Spatiotemporal effects of meteorological conditions on global influenza peaks.,"Numerous studies have suggested that meteorological conditions such as temperature and absolute humidity are highly indicative of influenza outbreaks. However, the explanatory power of meteorological factors on the seasonal influenza peaks varied widely between countries at different latitudes. We aimed to explore the modification effects of meteorological factors on the seasonal influenza peaks in multi-countries. Data on influenza positive rate (IPR) were collected across 57 countries and data on meteorological factors were collected from ECMWF Reanalysis v5 (ERA5). We used linear regression and generalized additive models to investigate the spatiotemporal associations between meteorological conditions and influenza peaks in cold and warm seasons. Influenza peaks were significantly correlated with months with both lower and higher temperatures. In temperate countries, the average intensity of cold season peaks was stronger than that of warm season peaks. However, the average intensity of warm season peaks was stronfger than of cold season peaks in tropical countries. Temperature and specific humidity had synergistic effects on influenza peaks at different latitudes, stronger in temperate countries (cold season: R2=0.90; warm season: R2=0.84) and weaker in tropical countries (cold season: R2=0.64; warm season: R2=0.03). Furthermore, the effects could be divided into cold-dry and warm-humid modes. The temperature transition threshold between the two modes was 16.5-19.5 °C. During the transition from cold-dry mode to warm-humid mode, the average 2 m specific humidity increased by 2.15 times, illustrating that transporting a large amount of water vapor may compensate for the negative effect of rising temperatures on the spread of the influenza virus. Differences in the global influenza peaks were related to the synergistic influence of temperature and specific humidity. The global influenza peaks could be divided into cold-dry and warm-humid modes, and specific thresholds of meteorological conditions were needed for the transition of the two modes."
30866826,2019,BMC infectious diseases,10.1186/s12879-019-3840-7,Seasonality and the effects of weather on Campylobacter infections.,"Campylobacteriosis is a major public health concern. The weather factors that influence spatial and seasonal distributions are not fully understood. To investigate the impacts of temperature and rainfall on Campylobacter infections in England and Wales, cases of Campylobacter were linked to local temperature and rainfall at laboratory postcodes in the 30 days before the specimen date. Methods for investigation included a comparative conditional incidence, wavelet, clustering, and time series analyses. The increase of Campylobacter infections in the late spring was significantly linked to temperature two weeks before, with an increase in conditional incidence of 0.175 cases per 100,000 per week for weeks 17 to 24; the relationship to temperature was not linear. Generalized structural time series model revealed that changes in temperature accounted for 33.3% of the expected cases of Campylobacteriosis, with an indication of the direction and relevant temperature range. Wavelet analysis showed a strong annual cycle with additional harmonics at four and six months. Cluster analysis showed three clusters of seasonality with geographic similarities representing metropolitan, rural, and other areas. The association of Campylobacteriosis with temperature is likely to be indirect. High-resolution spatial temporal linkage of weather parameters and cases is important in improving weather associations with infectious diseases. The primary driver of Campylobacter incidence remains to be determined; other avenues, such as insect contamination of chicken flocks through poor biosecurity should be explored."
35319247,2022,Microbiology spectrum,10.1128/spectrum.01483-21,PM10 and Other Climatic Variables Are Important Predictors of Seasonal Variability of Coccidioidomycosis in Arizona.,"Coccidioidomycosis (Valley fever) is a disease caused by the fungal pathogens Coccidioides immitis and Coccidioides posadasii that are endemic to the southwestern United States and parts of Mexico and South America. Throughout the range where the pathogens are endemic, there are seasonal patterns of infection rates that are associated with certain climatic variables. Previous studies that looked at annual and monthly relationships of coccidioidomycosis and climate suggest that infection numbers are linked with precipitation and temperature fluctuations; however, these analytic methods may miss important nonlinear, nonmonotonic seasonal relationships between the response (Valley fever cases) and explanatory variables (climate) influencing disease outbreaks. To improve our current knowledge and to retest relationships, we used case data from three counties of high endemicity in southern Arizona paired with climate data to construct a generalized additive statistical model that explores which meteorological parameters are most useful in predicting Valley fever incidence throughout the year. We then use our model to forecast the pattern of Valley fever cases by month. Our model shows that maximum monthly temperature, average PM10, and total precipitation 1 month prior to reported cases (lagged model) were all significant in predicting Valley fever cases. Our model fits Valley fever case data in the region of endemicity of southern Arizona and captures the seasonal relationships that predict when the public is at higher risk of being infected. This study builds on and retests relationships described by previous studies regarding climate variables that are important for predicting risk of infection and understanding this fungal pathogen. IMPORTANCE The inhalation of environmental infectious propagules from the fungal pathogens Coccidioides immitis and Coccidioides posadasii by susceptible mammals can result in coccidioidomycosis (Valley fever). Arizona is known to be a region where the pathogen is hyperendemic, and reported cases are increasing throughout the western United States. Coccidioides spp. are naturally occurring fungi in arid soils. Little is known about ecological factors that influence the growth of these fungi, and a higher environmental burden may result in increases in human exposure and therefore case rates. By examining case and climate data from Arizona and using generalized additive statistical models, we were able to examine the relationship between disease outbreaks and climatic variables and predict seasonal time points of increased infection risk."
38659216,2024,Allergy,10.1111/all.16130,Ambient pollen exposure and pollen allergy symptom severity in the EPOCHAL study.,"Ambient pollen exposure causes nasal, ocular, and pulmonary symptoms in allergic individuals, but the shape of the exposure-response association is not well characterized. We evaluated this association and determined (1) whether symptom severity differs between subpopulations; (2) how the association changes over the course of the pollen season; and (3) which pollen exposure time lags affect symptoms. Adult study participants (n = 396) repeatedly scored severity of nasal, ocular, and pulmonary allergic symptoms, resulting in three composite symptom scores. We calculated hourly individually relevant pollen exposure to seven allergenic plants (alder, ash, birch, hazel, grasses, mugwort, and ragweed) considering personal sensitization and exposure time lags of up to 96 h. We fitted generalized additive mixed models, with a random personal intercept, adjusting for weather and air pollution as potential time-varying confounders. We identified a clear nonlinear positive association between pollen exposure and ocular and nasal symptom severity in the pollen allergy group: Symptom severity increased steeply with increasing exposure initially, but attenuated beyond approximately 80 pollen/m3. We found no evidence of an exposure threshold, below which no symptoms occur. While recent pollen exposure in the last approximately 5 h affected symptoms most, associations lingered for up to 60 h. Grass pollen exposure (compared to tree pollen) and younger age (18-30 years, as opposed to 30-65 years) were both associated with higher nasal and ocular symptom severity. The lack of a threshold and attenuated dose-response curve may have implications for pollen warning systems, which may be revised to include multiday pollen concentrations in the future."
29597111,2018,Journal of environmental management,10.1016/j.jenvman.2018.03.080,Improving fire season definition by optimized temporal modelling of daily human-caused ignitions.,"Wildfire suppression management is usually based on fast control of all ignitions, especially in highly populated countries with pervasive values-at-risk. To minimize values-at-risk loss by improving response time of suppression resources it is necessary to anticipate ignitions, which are mainly caused by people. Previous studies have found that human-ignition patterns change spatially and temporally depending on socio-economic activities, hence, the deployment of suppression resources along the year should consider these patterns. However, full suppression capacity is operational only within legally established fire seasons, driven by past events and budgets, which limits response capacity and increases damages out of them. The aim of this study was to assess the temporal definition of fire seasons from the perspective of human-ignition patterns for the case study of Spain, where people cause over 95% of fires. Humans engage in activities that use fire as a tool in certain periods within a year, and in locations linked to specific spatial factors. Geographic variables (population, infrastructures, physiography and land uses) were used as explanatory variables for human-ignition patterns. The changing influence of these geographic variables on occurrence along the year was analysed with day-by-day logistic regression models. Daily models were built for all the municipal units in the two climatic regions in Spain (Atlantic and Mediterranean Spain) from 2002 to 2014, and similar models were grouped within continuous periods, designated as ignition-based seasons. We found three ignition-based seasons in the Mediterranean region and five in the Atlantic zones, not coincidental with calendar seasons, but with a high degree of agreement with current legally designated operational fire seasons. Our results suggest that an additional late-winter-early-spring fire season in the Mediterranean area and the extension of this same season in the Atlantic zone should be re-considered for operational purposes in the future."
39450599,2024,Proceedings. Biological sciences,10.1098/rspb.2024.1660,Season-specific genetic variation underlies early-life migration in a partially migratory bird.,"Eco-evolutionary responses to environmentally induced selection fundamentally depend on magnitudes of genetic variation underlying traits that facilitate population persistence. Additive genetic variances and associated heritabilities can vary across environmental conditions, especially for labile phenotypic traits expressed through early life. However, short-term seasonal dynamics of genetic variances are rarely quantified in wild populations, precluding inference on eco-evolutionary outcomes in seasonally dynamic systems. This limitation applies to seasonal migration versus residence, constituting one key trait where rapid microevolution could rescue partially migratory populations from changing seasonal environments. We fitted novel quantitative genetic 'capture-recapture animal models' to multi-generational pedigree and year-round resighting data from 11 cohorts of European shags (Gulosus aristotelis), to estimate season-specific additive genetic variances in liabilities to migrate, and in resulting expression of migration, in juveniles' first autumn and winter. We demonstrate non-negligible genetic variation underlying early-life migration, with twice as large additive genetic variances and heritabilities in autumn than winter. Since early-life survival selection on migration typically occurs in winter, highest genetic variation and strongest selection are seasonally desynchronized. Our results reveal complex within- and among-year dynamics of early-life genetic and phenotypic variation, demonstrating that adequate inference of eco-evolutionary outcomes requires quantifying microevolutionary potential on appropriate scales and seasonal timeframes."
37482352,2023,The Science of the total environment,10.1016/j.scitotenv.2023.165691,Prediction of fishing intensity and trends across South China Sea biogeographic zones.,"The volume of industrial fishing in the South China Sea ranks among the top global sustainable fisheries concerns of the Food and Agriculture Organization (FAO). To better understand the scale of management challenges, biogeographic zones of the SCS were characterized, and within each a multivariate GAM (General Additive Model) was fitted to predict and map the complete fishing activities from 2017 to 2020. Model variables, some incomplete or with gaps, included: VIIRS DNB night-time light imagery; Global Fisheries Watch (GFW) data; satellite Ocean Colour; Sea Surface Temperature; and bathymetry data. Four biogeographic zones with differing fishing patterns and trends were identified. We used cross-validation and the GAM model's own tuning method for model prediction accuracy determination, which performed well in four biogeographic zones (R2 respectively: 0.62, 0.68, 0.74 and 0.71). High-intensity fishing grounds are mainly distributed in offshore continental shelf areas. From 2017 to 2019, high-intensity fishing grounds were located near the Beibu Gulf of Vietnam, south Vietnam, part of the Gulf of Thailand and the central Java Sea, where fishing effort greater than 50 h exceeded average annual SCS fishing intensity for several years. By season, intensity and extent of fishing in Spring were largest. In 2020, due to the impact of COVID-19, except for Spring, fishing volume generally decreased. Our experimental results provide new insights and an adaptable biogeographic modelling methodology to map the scale and intensity of regional fishing activities more accurately and completely. This more comprehensive database, that takes account of intrinsic biogeographic fishery context, will help improve and strengthen the regulation of fishing activities around the world."
